#START#1363775900
-1,68;2,86;9,22
-1,61;3,03;9,69
-1,35;3,02;9,75
-1,05;2,78;9,62
-0,68;2,46;9,76
-0,51;2,11;10,23
-0,62;1,73;10,93
-0,8;1,68;11,81
-0,81;1,93;12,54
-0,58;2,04;13,51
-0,17;1,91;14,9
-0,11;1,57;15,52
-0,11;1,11;14,7
0,06;0,53;12,78
0,4;0,18;10,75
1,06;-0,16;8,8
1,39;-0,3;7,52
1,22;-0,24;7,13
0,96;-0,04;7,45
0,51;0,19;7,82
0,09;0,53;8,1
-0,27;0,86;8,03
-0,45;1,17;7,85
-0,48;1,47;7,66
-0,32;1,68;7,61
-0,18;1,8;7,66
-0,09;1,88;7,78
0,06;1,99;8,03
0,17;2,13;8,23
0,27;2,33;8,49
0,31;2,49;8,6
0,35;2,62;8,61
0,36;2,64;8,64
0,36;2,57;8,78
0,24;2,42;9,18
0,1;2,22;10,14
-0,02;2,21;11,42
-0,01;2,36;12,42
-0,34;2,16;13,22
-1,02;1,72;14,31
-1,57;1,25;15,37
-1,64;1,05;15,86
-1,35;0,79;14,9
-1,24;0,63;12,66
-1,39;0,52;10,29
-1,61;0,23;8,36
-1,73;0,13;7,38
-1,91;0,08;7,26
-1,82;0,06;7,7
-1,65;0,03;8,11
-1,56;0,23;8,34
-1,38;0,43;8,19
-1,24;0,53;7,76
-1,24;0,79;7,24
-1,29;0,99;6,9
-1,24;1,2;6,74
-1,12;1,3;6,71
-0,89;1,34;6,21
-1,07;1,97;7,4
-1,06;2,14;8
-1,11;2,13;8,62
-0,93;2,52;9,75
-0,96;2,54;9,83
-0,92;2,61;9,77
-0,87;2,55;9,85
-0,93;2,51;10,28
-0,97;2,48;10,44
-1,33;2,47;11,1
-1,5;2,61;12,25
-1,61;2,54;12,96
-1,4;2,39;13,43
-1,18;1,85;14,26
-1,64;1,47;14,63
-1,61;1,98;13,68
-1,13;1,24;12,43
-0,83;0,87;11,43
-0,55;0,83;10,52
-0,22;0,96;9,98
0,15;0,99;9,67
0,44;0,9;9,12
0,43;0,8;8,43
0,16;0,74;7,71
-0,24;0,82;7,26
-0,56;0,92;6,88
-0,69;1,02;6,76
-0,64;1,07;7,06
-0,58;1,22;7,43
-0,48;1,37;7,77
-0,34;1,47;8,03
-0,25;1,55;8,18
-0,15;1,7;8,26
-0,12;1,76;8,2
-0,05;1,74;8,05
0,11;1,71;7,94
0,21;1,49;8,05
0,35;1,23;8,57
0,42;0,96;9,23
0,4;0,92;9,83
0,34;0,76;10,63
0,36;0,47;11,35
0,63;0,09;12,59
1,05;-0,44;13,67
1,09;-0,91;14,61
0,98;-1,24;15,05
0,78;-1,55;15,22
0,57;-1,62;15,17
0,32;-1,44;14,32
0,17;-1,3;13,01
0,23;-1,28;11,26
0,34;-1,31;9,77
0,51;-1,35;8,75
0,63;-1,36;8,23
0,64;-1,43;8,03
0,66;-1,47;7,98
0,62;-1,65;8,17
0,56;-1,98;8,39
0,44;-2,13;8,69
0,34;-2,2;8,99
0,35;-2,26;9,35
0,33;-2,26;9,62
0,22;-2,16;10,01
0,21;-1,98;10,37
0,28;-1,74;10,49
0,27;-1,53;10,37
0,21;-1,41;9,84
0,04;-1,35;9,54
-0,22;-1,18;10,03
-0,38;-0,86;11,18
-0,71;-0,46;12,45
-0,95;0,08;13,33
-1,27;0,57;13,46
-1,37;0,97;12,84
-1,32;1,16;11,68
-1,25;1,23;10,39
-1,2;1,24;9,5
-1,16;1,41;8,97
-1,13;1,56;8,91
-1,05;1,69;9,01
-1,13;1,81;9,04
-1,2;1,92;9,15
-1,3;2,02;9,08
-1,27;2,08;9,02
-1,15;2,25;8,98
-0,98;2,4;8,92
-0,76;2,46;8,9
-0,57;2,47;8,91
-0,42;2,49;9,18
-0,31;2,48;9,67
-0,22;2,57;10,07
-0,21;2,65;10,17
-0,27;2,6;10,13
-0,27;2,48;10,61
-0,14;2,41;11,54
-0,1;2,38;12,38
-0,11;2,32;12,83
-0,22;2,34;12,48
-0,33;2,34;11,49
-0,47;2,32;10,52
-0,64;2,38;9,78
-0,71;2,41;9,61
-0,7;2,38;9,61
-0,79;2,33;9,59
-0,84;2,27;9,41
-0,91;2,18;9,06
-1;2,08;8,73
-1,07;1,99;8,52
-1,18;1,93;8,18
-1,25;1,85;7,9
-1,41;1,82;7,68
-1,44;1,91;7,61
-1,42;1,92;7,65
-1,36;1,95;7,71
-1,27;1,93;7,89
-1,14;2;8,03
-1,04;2,09;8,21
-1,01;2,14;8,32
-0,97;2,16;8,53
-0,74;2,1;8,79
-0,52;2,11;9,15
-0,23;2,03;9,68
-0,08;1,95;10,33
0,09;1,9;11,36
0,36;1,76;12,38
0,57;1,53;13,36
0,65;1,3;14,42
0,44;1,49;15,05
0,09;1,94;14,67
-0,03;1,99;13,43
0,2;1,76;11,65
0,59;1,52;10,11
1,08;1,42;9,23
1,47;1,5;8,69
1,62;1,62;8,31
1,43;1,63;7,91
1,02;1,63;7,42
0,6;1,63;6,91
0,26;1,69;6,64
0,05;1,84;6,52
0,05;1,98;6,5
-0,04;2,1;6,69
-0,01;2,22;7,04
-0,06;2,38;7,45
-0,19;2,51;7,81
-0,36;2,64;8,09
-0,53;2,85;8,27
-0,7;2,9;8,42
-0,72;2,97;8,67
-0,67;2,99;9,25
-0,6;2,83;10,25
-0,46;2,68;11,58
-0,41;2,55;13
-0,26;2,14;14,25
-0,12;1,66;15,16
-0,16;1,54;15,55
-0,47;1,58;14,97
-0,67;1,37;13,64
-0,73;1,14;11,9
-0,79;0,93;10,3
-0,72;0,79;9,25
-0,64;0,71;8,8
-0,63;0,69;8,81
-0,71;0,72;8,94
-0,85;0,75;8,83
-0,96;0,75;8,52
-0,97;0,7;8,03
-0,92;0,77;7,6
-0,87;0,82;7,29
-0,84;0,89;7,11
-0,78;0,96;7,11
-0,8;1,13;7,27
-0,84;1,27;7,51
-0,86;1,51;7,74
-0,86;1,71;7,95
-0,9;2;8,1
-0,88;2,23;8,26
-0,66;2,2;8,6
-0,53;2,06;9,18
-0,48;1,82;10,22
-0,37;1,62;11,39
-0,34;1,53;12,45
-0,48;1,47;12,89
-0,25;1,22;13,22
-0,01;0,93;13,38
-0,05;1,76;13,32
-0,17;2,13;11,74
-0,69;1,77;10,3
-0,57;1,8;9,53
-0,51;2,34;9,53
-0,11;2,69;9,7
0,01;2,71;9,64
-0,11;2,9;9,17
-0,24;2,9;8,44
-0,38;2,9;7,71
-0,49;2,86;7,42
-0,57;2,75;7,24
-0,66;2,6;7,28
-0,66;2,54;7,49
-0,58;2,49;7,79
-0,57;2,24;8,17
-0,43;2,04;8,34
-0,27;1,81;8,57
-0,17;1,71;8,75
-0,09;1,76;8,99
0,05;1,67;9,17
0,06;1,64;9,62
0,19;1,68;10,07
0,28;1,75;10,64
0,24;1,67;11,44
0,19;1,6;12,59
0,4;1,47;13,42
0,46;1,2;13,75
0,36;1,05;13,26
0,03;0,95;12,31
-0,33;0,78;11,2
-0,44;0,75;10,66
-0,44;0,73;10,62
-0,17;0,73;10,81
0,03;0,71;10,75
0,04;0,66;10,23
-0,02;0,59;9,34
#END#1363775910
-0,24;0,49;8,39
-0,55;0,53;7,57
-0,73;0,7;7,03
-0,68;0,98;6,83
-0,39;1,28;6,86
-0,22;1,46;7,11
-0,14;1,46;7,42
-0,09;1,37;7,88
-0,09;1,34;8,49
-0,07;1,33;9,34
0,26;1,24;10,18
0,44;1,19;10,9
0,53;1,13;11,4
0,53;1,14;11,75
0,56;1,13;12,25
0,66;1,09;12,8
0,82;0,87;13,48
1,01;0,84;14,01
0,95;1,07;13,69
0,65;1,11;12,47
0,35;1,08;10,86
0,25;0,82;9,51
0,43;0,79;8,63
0,72;0,83;8,38
1,09;0,9;8,47
1,38;0,88;8,49
1,3;1,08;8,34
1,02;1,12;8,09
0,73;1,16;7,96
0,53;1,24;7,97
0,54;1,36;7,84
0,57;1,35;7,91
0,69;1,5;8,14
0,78;1,77;8,26
0,78;1,84;8,48
0,76;1,8;8,72
0,82;2,09;8,86
0,75;2,12;8,94
0,67;2,15;9,01
0,67;2,23;9,08
0,65;2,3;9,25
0,58;2,36;9,44
0,54;2,35;9,7
0,49;2,05;10,76
0,71;1,79;12,33
0,94;1,58;13,51
1,07;1,62;13,54
0,77;1,67;12,29
0,28;1,39;10,39
-0,18;1,51;9,19
-0,57;1,5;8,91
-0,55;1,59;9,33
-0,2;1,39;9,96
0,04;1,33;10,57
0,35;1,19;10,87
0,35;0,99;10,54
0,18;0,85;9,84
0,05;0,89;9,05
0,03;0,87;8,43
0,07;0,94;8,01
0,15;1,08;7,77
0,32;1,22;7,82
0,4;1,35;7,99
0,49;1,47;8,21
0,55;1,56;8,46
0,6;1,67;8,5
0,57;1,67;8,41
0,52;1,69;8,55
0,52;1,73;8,77
0,61;1,66;9,12
0,69;1,56;9,65
0,67;1,45;10,4
0,65;1,47;11,43
0,73;1,44;12,45
0,87;1,27;13,28
1;1,27;13,69
0,84;1,32;13,31
0,77;1,27;12,55
0,82;1,19;11,75
1,13;0,96;11,15
1,65;0,78;10,89
2,17;0,77;10,55
2,58;0,83;9,94
2,56;0,9;8,98
2,24;1,02;8,13
2;1,14;7,48
1,76;1,32;7,14
1,73;1,55;7,16
1,79;1,7;7,23
1,72;1,71;7,6
1,7;1,68;8,02
1,64;1,66;8,42
1,6;1,7;8,76
1,58;1,77;9,02
1,57;1,9;9,1
1,56;2,08;9,03
1,48;2,23;9,01
1,36;2,32;8,87
1,22;2,41;8,94
1,09;2,38;9,09
1,01;2,32;9,44
1,12;2,14;9,95
1,26;2,27;10,6
2,23;3,1;11,14
1,55;1,91;11,75
1,73;2,25;12,83
1,64;1,84;13,39
1,4;1,48;13,52
1,35;1,55;12,76
0,95;1,31;11,36
0,36;0,95;9,65
-0,04;1;8,62
-0,12;0,98;8,06
-0,14;0,89;8,12
0,18;0,84;8,52
0,41;1,07;9,17
0,56;1,25;9,97
0,55;1,25;10,01
0,58;1,23;9,71
0,49;1,28;9,09
0,54;1,37;8,39
0,54;1,51;8,03
0,6;1,64;7,98
0,89;1,58;8,18
1,01;1,67;8,56
1,13;1,7;8,78
1,2;1,63;8,94
1,3;1,65;8,94
1,41;1,74;8,98
1,44;1,79;9,07
1,49;1,69;9,09
1,56;1,54;9,22
1,57;1,48;9,39
1,58;1,24;9,54
1,6;1,02;10,29
1,73;1,02;11,31
1,58;0,98;11,89
1,32;0,77;11,17
0,99;0,39;9,8
0,8;0,08;8,75
0,89;-0,34;8,56
1,28;-0,65;8,44
1,68;-0,82;8,68
1,82;-0,85;9,06
1,77;-0,78;9,27
1,64;-0,74;9,27
1,56;-0,76;9,2
1,69;-0,77;8,89
1,78;-0,72;8,66
1,75;-0,7;8,61
1,68;-0,77;8,76
1,67;-1,01;9,06
1,67;-1,32;9,27
1,53;-1,54;9,24
1,51;-1,77;8,75
1,48;-2,08;8,23
1,38;-2,14;8,19
1,09;-1,88;8,39
0,82;-1,63;8,98
0,49;-1,57;9,84
0,46;-1,52;10,73
0,53;-1,38;11,17
0,44;-1,28;11,11
0,49;-1,43;10,64
0,52;-1,66;10
0,5;-1,76;9,55
0,54;-1,79;9,32
0,69;-1,89;9,25
1;-2,05;9,36
1,32;-2,28;9,51
1,64;-2,32;9,81
1,7;-2,32;10,32
1,79;-2,32;10,76
1,72;-2,34;10,94
1,52;-2,5;10,92
1,16;-2,76;10,79
0,84;-3,06;10,67
0,61;-3,25;10,69
0,7;-3,34;10,64
1,13;-3,31;10,38
1,75;-3,25;10,04
2,44;-3,22;9,76
3,04;-3,18;9,5
3,48;-3,12;9,27
3,67;-3,16;9,05
3,62;-3,16;8,63
3,49;-3,22;8,43
3,43;-3,33;8,41
3,41;-3,5;8,48
3,28;-3,73;8,54
3,05;-3,97;8,52
2,56;-4,23;8,49
1,96;-4,17;8,61
2,06;-4,02;8,81
2,3;-3,83;8,9
2,73;-3,65;8,99
3,17;-3,51;9,04
3,41;-3,35;9,37
3,58;-3,28;9,67
3,56;-3,48;9,53
3,28;-3,73;9,11
2,72;-3,95;8,61
2,15;-4,07;8,28
1,74;-4,15;8,34
1,69;-4,14;8,47
1,83;-4,11;8,5
2,06;-4,07;8,31
2,29;-3,93;8,22
2,54;-3,83;8,21
2,77;-3,73;8,29
2,98;-3,58;8,19
2,93;-3,39;8,04
2,88;-3,34;7,91
2,87;-3,36;7,91
2,85;-3,31;7,91
2,81;-3,22;8,07
2,87;-3,25;8,06
2,96;-3,27;8,13
3,04;-3,32;8,22
3,16;-3,38;8,26
3,25;-3,5;8,32
3,26;-3,56;8,38
3,3;-3,63;8,45
3,44;-3,7;8,44
3,5;-3,8;8,57
3,55;-4,02;8,77
3,53;-4,32;8,93
3,32;-4,58;9,17
3,27;-4,74;9,62
3,3;-4,89;10,33
3,44;-4,97;11,06
3,58;-5,05;11,49
3,8;-5,08;11,5
3,92;-5,03;11,08
3,8;-4,87;10,45
3,63;-4,7;9,98
3,44;-4,57;9,69
3,22;-4,48;9,51
3,02;-4,29;9,45
2,86;-4,14;9,46
2,75;-3,99;9,36
2,69;-3,77;9,35
2,83;-3,7;9,23
3,02;-3,59;9,23
3,06;-3,51;9,23
2,82;-3,51;9,13
2,59;-3,53;8,97
2,48;-3,44;9,03
2,7;-3,3;9,21
2,99;-3,22;9,33
3,18;-3,18;9,24
3,15;-3,1;9,18
3,1;-3,01;9,11
3,02;-2,84;9,19
2,83;-2,61;9,23
2,73;-2,38;9,01
2,64;-2,1;8,68
2,36;-1,73;8,32
2,14;-1,4;8,1
1,8;-0,94;8,01
1,42;-0,61;8,03
1,22;-0,21;7,88
0,9;0,39;8,01
0,49;0,93;8,19
0,28;1,04;8,49
0,01;1,29;8,86
-0,29;1,61;9,16
-0,29;1,39;9,7
-0,73;1,7;9,94
-0,64;1,98;10,32
-0,58;1,44;10,62
0,08;1,4;10,39
-0,3;0,58;10,19
-0,41;1,15;10,2
-0,67;1,08;9,39
-0,79;1,3;8,9
-1,01;1,39;8,48
-1,17;1,42;8,47
-1,3;1,52;8,6
-1,48;1,7;8,71
-1,47;1,82;8,98
-1,38;1,89;9,22
-1,32;2,06;9,41
-1,31;2,22;9,63
-1,31;2,31;9,69
-1,24;2,38;9,5
-1,21;2,4;9,02
-1,3;2,38;8,57
-1,34;2,38;8,22
-1,43;2,38;8,06
-1,49;2,44;8,07
-1,52;2,52;8,15
-1,55;2,51;8,32
-1,64;2,53;8,63
-1,54;2,55;9,35
-1,45;2,63;10,19
-1,28;2,65;10,49
-0,94;2,62;10,46
-0,61;2,67;10,33
-0,24;2,8;10,21
0,03;2,72;10,55
0,16;2,6;10,96
0,23;2,53;10,98
0,34;2,4;10,5
0,44;2,34;9,73
0,67;2,32;9,02
0,73;2,36;8,64
0,88;2,56;8,54
0,99;2,65;9
0,86;2,71;9,46
0,66;2,62;9,83
0,7;2,14;9,01
0,78;2,76;9,53
0,79;2,66;9,18
0,99;2,7;8,79
1,05;2,76;8,26
1,17;2,82;8,03
1,03;2,78;7,88
0,79;2,83;7,73
0,6;2,58;7,65
0,57;2,4;7,72
0,53;2,39;7,74
1,36;2,56;6,96
1,48;1,52;7,39
1,6;1,15;6,31
2,15;0,42;6,63
2,58;0,74;6,53
3,5;0,96;7,09
4,56;0,43;6,38
5,56;0,07;6,16
6,05;-0,18;7,06
7,49;-0,76;8,46
8,5;-1,58;8,24
9,2;-1,88;8,09
9,42;-1,13;9,8
9,08;-0,94;10,2
10,12;-1,55;9,97
11,15;-1,21;8,6
11,28;-1,01;8,72
11,47;-0,19;8,29
12,27;0,86;7,56
12,61;1,67;6,92
12,05;2,79;6,2
11,2;3,15;4,48
10,2;3,77;2,23
8,23;2,39;0,64
6,99;0,79;-1,22
7,17;-1,09;-1,08
6,75;-4,33;-0,05
7,89;0,58;-0,14
9,15;-1,02;4,05
8,94;-1,46;6,68
10,02;-1,19;5,53
10,53;0,6;4,19
10,39;1,54;0,29
10,12;0,78;1,76
9,66;-0,2;1,14
9,14;-1,12;0,42
9,04;-1,23;0,58
8,03;1,52;1,31
10,1;-0,2;1,64
10,29;1,37;2,7
12,08;1,73;2,8
11,95;0,63;0,55
13,04;0,65;-1,95
13,48;0,36;-3,04
12,48;3,42;-2,78
8,56;3,32;-4,14
7,49;-2,45;-6,08
7,33;-7,54;-4,66
1,63;-9,31;1,7
-1,24;-9;-3,04
-0,54;-8,5;-4,31
2,07;-8,94;-1,55
4,17;-10,39;-1,45
3,03;-13,92;0,1
2,3;-16,73;-1,78
0,45;-18,13;-0,75
0,99;-12;-0,31
2,11;-9,07;-1,37
2,21;-7,95;-1,34
2,23;-7,03;-1,68
3,18;-6,45;-2,03
3,37;-6,03;-2,4
3,56;-6,03;-2,67
3,58;-5,32;-3,05
3,99;-5,36;-3,64
4,24;-5,81;-4,73
4,83;-6,21;-5,13
5,59;-7,34;-5,33
5,6;-9,99;-5,94
4,22;-11,33;-5,73
3,16;-9,21;-6,09
3,16;-9,49;-6
4,79;-14,49;-3,34
5,8;-17,01;3,59
2,42;-12,68;3,78
1,2;-6,14;-3,24
2,49;-2,48;2,53
1,59;-4,96;6,55
2,68;-7,2;3,8
5,53;-7,13;1,82
5,99;-10,71;-1,18
4,07;-10,3;-1,92
1,87;-9,49;0,26
1,15;-9,17;0,54
1,58;-9,83;0,54
2,44;-10,07;0,77
2,8;-9,83;2,2
3,95;-8,59;2,57
4,87;-7,81;1,86
3,96;-7,61;0,91
3,24;-7,82;1,21
2,91;-8,38;1,24
2,51;-8,65;0,79
2,57;-8,58;0,33
3,16;-8,74;0,33
3,9;-9,24;0,26
4,14;-9,77;-0,44
3,84;-10,15;-0,98
3,95;-10,52;-1,01
3,69;-11,3;-1,5
3,25;-11,74;-2,23
3,17;-12,54;-1,3
#END#1363775923
-0,36;-4,86;2,46
-4,16;-6,85;0,32
0,88;-12,73;7,35
4,86;-12,07;2,81
4,81;-9,78;0,18
0,97;-9,7;1,17
1;-8,71;-0,44
1,37;-7,67;-1,19
2,02;-7,62;0,31
1,99;-7,63;0,39
1,49;-7,92;-0,53
1,2;-8,17;-1,05
0,69;-8,45;-0,86
0,63;-8,81;-0,75
1,37;-8,85;-0,46
2,38;-8,82;-0,34
2,15;-9,54;-0,66
2,06;-10,24;-1,36
3,3;-10,83;-1,12
4,23;-12,15;-0,62
3,71;-12,75;-2,24
4,07;-13;-1,49
4,6;-12,72;-0,73
4,52;-12,58;-0,77
-2,09;-15,27;0,34
-2,9;-15,57;-0,69
-1,22;-14,52;-0,92
1,23;-15,12;-1,65
3,57;-14,23;-1,19
3,14;-11,48;0,21
1,91;-8,94;2,18
0,87;-8,04;2,53
0,12;-6,35;2,89
-0,14;-4,9;2,41
-0,81;-3,89;1,43
-1,29;-2,79;0,3
-1,88;-2,39;-0,03
-1,93;-2,49;-0,22
-1,38;-3,36;-1,4
-0,32;-6,45;-4,94
1,38;-12,35;-9,07
3,37;-15,95;-11,97
4,51;-14,85;-12,88
4,91;-10,07;-8,55
3,28;-6,28;-6,96
4,3;-8,84;-4,62
4,48;-14,18;-1,44
2,79;-15,54;-1,6
-1,35;-6,31;1,17
-6,97;-2,32;0,24
-8,36;-6,06;-1,59
-1,24;-11,35;6,78
4,74;-13,77;3,28
7,57;-8,95;0,38
3,77;-9,8;0,93
1,32;-8,78;0,17
0,53;-7,26;-0,26
1,28;-7,35;-0,36
2,23;-7,56;0,76
1,85;-7,41;0,77
1,45;-8,03;0,42
1,42;-8,36;0,73
0,56;-8,83;-0,33
0,62;-9,73;-0,64
1,65;-9,74;-0,73
1,71;-10,02;-0,8
0,98;-10,49;-1,24
2,87;-11,05;-0,89
5,12;-11,93;-0,27
5,05;-12,59;-1,55
4,6;-12,37;-1,99
4,49;-12,22;-0,96
3,57;-11,84;-0,87
1,13;-12,87;-2,08
-2,35;-14,94;-0,72
-3,76;-16,12;0,15
-3,08;-15,83;-0,13
-1,1;-15,29;-2,64
1,21;-14,69;-2,3
2,15;-12,91;-0,76
1,18;-10,23;0,93
0,11;-7,99;1,66
-0,59;-6,89;2,54
0,31;-4,87;2,14
0,01;-4,14;1,48
-0,17;-3,29;1,84
-1,7;-2,12;1,1
0,37;-14,44;-1,14
2,91;-14,6;-0,84
3,17;-12,61;0,91
1,9;-9,55;1,47
0,53;-7,94;2,13
-0,64;-6,15;2,39
-0,86;-5,07;2,29
-1,22;-3,75;1,23
-1,41;-2,64;1,3
-1,48;-1,87;1,61
-1,96;-1,81;1,25
-1,96;-2,09;0,55
-1,45;-3,45;-0,74
-0,33;-7,8;-6,88
2,01;-13,66;-10,85
4,65;-16,06;-13,91
4,05;-14,22;-12,98
3,67;-11,36;-7,61
1,84;-7,64;-6,75
2,3;-9,41;-6,28
1,55;-13,58;-2,36
-1;-16,5;-1,75
-3,24;-8,48;-1,14
-6,35;-3,17;-0,65
-4,44;-4,43;-0,84
0,47;-10,67;6,84
6,15;-14,4;3,05
8,35;-10,66;1,79
4,85;-9,18;1,91
1,35;-8,94;1,16
-0,33;-7,28;-0,31
0,11;-6,94;0,09
0,61;-7,04;-0,05
0,75;-7,19;0,39
0,81;-7,36;0,52
1,28;-7,67;1,08
1,25;-8,16;0,86
1,57;-9,25;-0,11
3,23;-9,58;-0,32
3,49;-10,01;-0,4
2,2;-10,64;-1,15
3,16;-11,48;-1,06
4,61;-12,73;-0,53
4,51;-13,5;-1,38
4,48;-14,7;-0,32
3,83;-13,55;-0,21
1,73;-12,19;-2,24
-3,28;-15,43;-0,55
-3,71;-16,39;-0,6
-1,92;-15,46;-1,1
0,18;-14,72;-1,23
2,02;-13,62;-1,1
2,11;-10,58;0,26
1,42;-8,16;1,48
0,62;-7,41;2,28
0,93;-4,98;2,36
0,78;-4,2;1,87
0,19;-3,61;1,52
-0,65;-2,56;1,21
-1,65;-1,96;0,45
-1,81;-2,12;-0,67
-0,74;-3,21;-2,95
0,91;-5,79;-6,21
2,32;-8,24;-9,11
1,52;-11,43;-12,29
1,59;-12,79;-10,98
1,27;-13,91;-7,59
1,85;-11,05;-8,17
0,91;-6,09;-9,49
-0,06;-7,32;-3,83
-2,65;-13,43;-1,13
-1,87;-16,48;-1,45
-0,43;-7,77;1,58
